project_name,team_name,description,github_url,track_name,technologies,team_members,demo_url,video_url
ReciptoVerse,Team_31469,"ReciptoVerse is reimagining the humble receipt as a gateway into Web3. Every purchase you make can be transformed into a receipt-NFT (rNFT), unlocking rewards, governance rights, and financial opportunities. Instead of being scraps of paper that end up forgotten or discarded, receipts now become digital assets—valuable for customers and cost-effective for merchants. Whether issued from a POS, ReciptoVerse terminal, ATM, or any other source, receipts are no longer waste; they are a foundation ...",,Onchain Finance & Real-World Assets (RWA),"Crypto / Web3DAO / CommunityNFTGameFiCrypto-AIRWA, 6, 5",,,
Happy Mail Hub,Team_31463,"🌟 Key Vision Elements: 1. Economic Incentives for Quality Communication - Problem: Traditional email is flooded with spam and low-value messages - Solution: Token rewards create economic incentives for meaningful, valuable content - Impact: Recipients get paid to read quality emails, senders invest in worthwhile messages 2. True Digital Ownership - Problem: Big Tech controls our communications and data",https://github.com/PimanWasHere,Onchain Finance & Real-World Assets (RWA),"2, 3",,https://app--happy-mail-hub-a107d5eb.base44.app/Home,
Hedera ResumeChain,Team_31455,An AI-powered platform that verifies resumes and credentials with Hedera for authenticity,https://github.com/Kennedy334,DLT for Operations,"AI / Robotics, 2, 1",,,
Hedera1,Team_31451,To educate the society on the use of AI crypto,https://github.com/eveyy949,DLT for Operations,"9, 12",,,https://youtube.com/shorts/uCvphNb4ejw?si=1vXBDymnbnfzRww6
Pharmaceutical Solutions,Team_31450,"Content creator, developer, UI/UX designer",,DLT for Operations,AI / Robotics,,,
Show love vip,Team_31430,Web 3 vip It's offer mining opportunity if u subscribe for premium,,Onchain Finance & Real-World Assets (RWA),,,,
fud.ke,Team_31426,FUD revolution is expected to bring members or fames together by awarding them tokens which will be used as secret code of farmers linking them up with buyers with the elimination of cartels and middlemen whom tend to alter the price of farm outputs in their favour,,Onchain Finance & Real-World Assets (RWA),,,,
TalenxifyAI,Team_31422,Talenxify is a dynamic hiring talent platform dedicated to connecting businesses with exceptional talent across the African continent. We provide a comprehensive ecosystem that fosters both job placement and collaborative opportunities leveraging on AI and Web3 ecosystem,,DLT for Operations,"AI / Robotics, 1",,,
Demo,Team_31411,This is a demo project to learn how to build on Web3,,DLT for Operations,"Crypto / Web3, 1",,,
AfriChainX,Team_31407,,https://github.com/ZubeidHendricks/AfriChain,Onchain Finance & Real-World Assets (RWA),AI / Robotics,,,
Clone the Repository,Team_1,,,,,,,
Environment Setup,Team_2,,,,,,,
Bitcoin-Backed Loan Platform,Team_31406,"Description: A next-generation DeFi lending solution powered by the Internet Computer Protocol (ICP), enabling users to unlock liquidity without selling their Bitcoin. By leveraging native Bitcoin integration on ICP, the platform allows users to deposit BTC as collateral and receive instant, trustless loans via non-custodial smart contracts. This empowers Bitcoin holders to access funds while maintaining full exposure to the long-term upside of their assets.",https://github.com/245623733333,Onchain Finance & Real-World Assets (RWA),,,https://1drv.ms/v/c/664a206601a904d2/EQLSnWj6bj9FiRuFCWXduL0BlbuXrwuiSDpOq246c_RCPg,
AfriProof,Team_31400,"AfriProof is a decentralized intellectual property (IP) protection and enforcement platform built on Hedera Hashgraph, designed to empower African creators artists, musicians, inventors, writers, and designers to securely register, verify ownership, and legally defend their creative works. In Africa, IP theft is widespread due to weak registries, high costs, and lack of accessible legal tools. AfriProof solves this by combining tamper-proof timestamping, self-sovereign identity (SSI), NFT-bas...",,DLT for Operations,1,,https://afriproof.vercel.app/,
school website,Team_31398,"Before writing any code, decide: - Purpose → Is it just informational (about, contacts, announcements) or functional (student login, library, grading system)? - Audience → Students, teachers, parents, or the general public. - Features → - Homepage with announcements - About Us (history, mission, vision) - Academics (courses, curriculum, departments) - Admissions (how to apply, requirements, fees)",,DLT for Operations,Other,,,
NFT wrld,Team_31389,NFT wrld where assets is highly valuable,,Immersive Experience,"2, 1",,,
Refurbit,Team_31385,"The system consists of four interconnected smart contracts: Nexus (core device registry), Verdant (recycling processes), Phoenix (refurbishment operations), and Argus (compliance monitoring). Together, they enable manufacturers, collection points, recycling facilities, refurbishment centers, and regulatory bodies to track devices, monitor environmental impact, ensure quality standards, and maintain regulatory compliance.",https://github.com/Folarinxx/Refurbit,DLT for Operations,"Other, 1",,,
AI Tutor - offline-first learning assistant,Team_31384,"Here’s a draft BUIDL Description Our project is an AI-powered learning assistant designed to help African students access affordable, personalized, and interactive education. 📌 Problem Many students in Africa face challenges such as limited access to qualified teachers, high textbook costs, poor internet connectivity, and lack of personalized guidance. 📌 Solution We are building a mobile-first AI learning assistant that connects with Google Sheets/Glide as a backend to deliver:",,AI & DePIN,AI / Robotics,,,
CodeNebula,Team_31381,"At CodeNebula, we envision a universe where creativity and technology collide to spark limitless innovation. Our mission is to empower builders, dreamers, and disruptors to code galaxies of possibility—shaping a brighter, more connected, and futuristic digital world.",,Immersive Experience,Crypto / Web3,,,
TheraConnect,Team_31375,"This project aims to create a platform that connects individuals with mental health services through AI-driven support. It facilitates access to psychiatrists, peer advocates, and government or nonprofit resources like suicide prevention hotlines. By integrating trusted organizations and policies, the platform breaks down barriers to care and offers immediate, compassionate assistance. The goal is to make mental health support more accessible, personalized, and stigma-free—right from your phone.",,DLT for Operations,"Other, 5, 16",,,
BudgetChain AI,Team_31374,"BudgetChain AI is a cross-chain wallet that aggregates balances from multiple blockchains into one intuitive dashboard. Powered by Gemini AI, it provides real-time insights, spending analysis, and smart budgeting tips to help users make better financial decisions. Built for simplicity, it bridges Web3 complexity with everyday financial clarity.",https://github.com/geoffreymagana/BudgetChain-AI.git,AI & DePIN,"Crypto / Web3Chain AbstractionWallet, 1, 4",,https://budget-chain-ai.vercel.app/,
Cusp,Team_31366,"Our build is CUSP, a decentralized gaming ecosystem powered by the Solana blockchain, AI-driven tools, and community governance. ‎ ‎We’ve built a prototype gaming platform where: ‎ ‎🎮 Gamers can play, compete, and earn rewards in CUSP tokens (CSP). ‎ ‎🛠 Developers & Creators can publish games, create content, and monetize through transparent revenue sharing. ‎ ‎🌐 The Community participates in DAO-style governance, shaping tournaments, ecosystem rules, and funding proposals.",,AI & DePIN,Crypto / Web3Creator EconomyCrypto-AI,,,https://www.youtube.com/@cusp-e9s?si=TXD43dFZjp7Li189
FarmTrust,Team_31355,"At FarmTrust, we envision a future where African farmers are globally connected, trusted, and empowered to sell their produce directly to buyers across Africa and eventually the world. Our mission is to break down the barriers that have historically limited African farmers, ensuring they are recognized as key players in regional and international food supply chains. We see FarmTrust as a borderless, technology-driven marketplace where:",https://github.com/farmtrust-droid/Farmtrust,DLT for Operations,"Other, 5, 11",,https://www.linkedin.com/in/prince-shinga-8b948937b?utm_source=share&utm_campaign=share_via&utm_content=profile&utm_medium=ios_app,
Cyanase,Team_31354,"Cyanase is building a Web3-powered investment infrastructure for Africa: - WhatsApp-like App for Groups: Enables village savings groups, clubs, and communities to save, invest, and access loans together. - API for Fintechs & Banks: Allows platforms to integrate investment products seamlessly, extending access to millions of users. - Onchain Assets: Group savings and pooled investments are tokenized on Hedera, turning them into transparent, tradable, and secure digital assets.",,Onchain Finance & Real-World Assets (RWA),"Crypto / Web3, 1",,,https://youtu.be/150-k-xBan0
Beyond Service game,Team_31353,"Core Gameplay Beyond Service combines fast-paced combat, captivating narrative, and puzzle-solving with a dynamic skill progression system. Players will balance justice and vengeance to tackle both human and supernatural threats. Unique Mechanics Soma’s powers, granted by Ogbun'abali, grow as players progress. Abilities include enhanced strength, agility, and chi-based attacks, with the option to",,Immersive Experience,,,,
AgroToken,Team_31349,"Track: DLT for Operations (also fits Onchain Finance & RWA) - Farmers in Africa often get delayed payments after selling crops. - Middlemen reduce farmer profits. - Buyers have little transparency on product origin and quality. A Hedera-powered dApp that: 1. Lets farmers tokenize their harvest (e.g., 1 token = 1 bag of maize). 2. Buyers (wholesalers, retailers, NGOs) purchase these tokens on-chain.",,DLT for Operations,Crypto / Web3RWAHedera,,,
KING BLAISEE👑 Gaming,Team_31342,NFT project,,Immersive Experience,"Crypto / Web3, 1",,,
Atlanta,Team_31339,"Making Education Open to Everyone OpenEduAgent is an open-source project that uses an intelligent agent to make education more accessible, personalized, and inclusive. Our goal is to remove barriers to learning by providing free, adaptive, and high-quality educational resources for anyone, anywhere.",https://github.com/Morgankylink/course-collaboration-travel-plans,DLT for Operations,AI / Robotics,,,
Hamad Pixel,Team_31333,"Our company is focused on advancing Artificial Intelligence solutions tailored for small towns and rural communities. We aim to bridge the technology gap by creating accessible, affordable, and practical AI tools that address local challenges in education, agriculture, and small businesses. Our mission is to empower underserved areas with innovative technology that drives sustainable growth and inclusion.",,AI & DePIN,"AI / Robotics, 1, 2",,,https://youtu.be/8bTlCHuabyo?si=yH7W1H0i4acYXL90
Erxtopay,Team_31331,Erxtopay is built on stable coin infrastructure which helps as value asset exchange between people in different countries to facilitate swift and efficient borderless transfers.,https://github.com/erxtopay,Onchain Finance & Real-World Assets (RWA),"Crypto / Web3DeFiRWACrypto Adoption, 1, 3",,,
FanToken,Team_31330,"--- Problem Football is the world’s most beloved sport, yet fans are mostly left out after paying for tickets, data, and jerseys. They rarely get rewarded for their loyalty, and clubs struggle with funding and fan engagement outside match days. Solution FanToken is a Hedera-powered platform that lets fans buy affordable FanTokens with HBAR. These tokens give them voting rights (e.g., man of the match, jersey design, or community projects) and unlock rewards like discounted tickets, merch, and...",,Onchain Finance & Real-World Assets (RWA),"AI / Robotics, 4, 5",,,
Greenledger,Team_31326,!YouTube Video,https://github.com/Fillo001/Greenledger-,DLT for Operations,"Other, 3",,https://greenledger-gd3l.vercel.app/,https://youtu.be/ySQ64Ud-tvs?si=9VbmA59YNT5WXDhe
"Career Plug AI – Smart Careers, Strong Identities",Team_31318,"Overview: Career Plug AI leverages Hedera’s decentralized, interoperable blockchain infrastructure to offer a next-generation career guidance and skill development platform. By integrating smart contracts, secure credentialing, and tokenized incentives, Career Plug AI creates a transparent, automated ecosystem for learners, educators, and employers. Core Innovation Domains on Hereda: Digital Credentialing & Provenance: Academic achievements, certifications, and skill badges are stored immutab...",https://github.com/patron1t,AI & DePIN,1,,,https://youtube.com/shorts/ktvUyw_5ehM?si=e5EJYD4Pqy6iXejj
IMEI Shield,Team_31313,"Okay, so imagine a system called IMEI Shield. Basically, it's a way to fight phone theft and fraud using the latest Web3 tech. It's all about giving power back to the people! Think of it like this: - You can register your phone and its unique IMEI number in a safe and secure place. - If your phone gets stolen, you can quickly report it, even if the theft involved violence. - And if you're about to buy a used phone, you can easily check its IMEI to make sure it wasn't stolen.",https://github.com/shamsuddeein/imei-shield,DLT for Operations,1,,,
everything_on_Earth,Team_31308,"This app uses world map in 3D (globe) format Enables users to write data onto Hedera Network and has logic that reads that data and uses it to create location based information = you could post link to 3D map of some store, booking apartment..., you could create projects to get funded (building something in your neighborhood), users (Mr. Beast could pin all locations where he made wells in the world)... limits are only your imagination",,DLT for Operations,,,,
Finance and RWA Fanship global powered ecosystem,Team_31306,Football powered ecosystem,,Onchain Finance & Real-World Assets (RWA),"Other, 5, 9",,,
Achievers,Team_31302,"BUIDL Idea: ""NaijaScholar Hub"" A lightweight web platform (or app) for Nigerian students that offers: 🔹 Features: - Post-UTME alerts (LASU, LASUSTECH, UI, etc.) - Scholarship announcements - Free subject combos guide (e.g. JAMB) - Daily motivational quotes - Crypto/Tech slang dictionary - OWealth interest calculator - Login optional — just use Telegram or WhatsApp links to stay active.",,DLT for Operations,1,,,
AidLink,Team_31301,"AidLink is a decentralized community aid tracker built on Hedera. It provides a mobile-friendly platform where individuals and organizations can register and discover local aid resources such as food banks, clinics, and shelters. - Trust & Transparency: Uses Hedera Consensus Service (HCS) to verify and timestamp aid listings, preventing misinformation. - Accessibility: Lightweight design optimized for low-end smartphones, ensuring inclusivity in underserved communities.",https://github.com/Morg3an/AidLink,DLT for Operations,"1, 2",,,
HushSense,Team_31283,"HushSense is a DePIN project that aims to solve the problem of urban noise pollution, which is a significant public health and economic issue. The project's vision is to build the world's largest and most accurate real-time noise map by using a decentralized community of smartphone users. How It Works HushSense is a Software DePIN, which means it leverages the existing infrastructure of billions of smartphones to collect data without requiring users to purchase specialized hardware. Users can...",https://github.com/HushSense,DLT for Operations,"7, 29",,https://hushsense.vercel.app/,
CoreOracle,Team_31190,"A decentralized prediction market , where users can make predictions on various future events such as financial outcomes, sports results, or political events. Frontend: https://github.com/Samuel1505/CoreOracle Smart Contract: https://github.com/Samuel1505/CoreOracle-Contract Live product: https://core-oracle.vercel.app/",https://github.com/Samuel1505/CoreOracle,AI & DePIN,Crypto / Web3DAO / CommunityDeFi,,https://core-oracle.vercel.app/,https://www.youtube.com/watch?v=xBsJd9gUy4k
Xitique On Chain,Team_31186,"Xitique On Chain is a blockchain-powered platform that modernizes community savings groups, also known globally as ROSCAs (Rotating Savings and Credit Associations). These groups, found under different names in Africa, Asia, and Latin America, allow members to pool money and take turns receiving a lump sum. While effective in fostering solidarity, traditional savings groups often face challenges such as trust issues, mismanagement, delayed payouts, and lack of transparent records. Xitique On ...",https://github.com/chiringa-3/Xitique-Onchain,Onchain Finance & Real-World Assets (RWA),"1, 3",,,https://www.youtube.com/watch?v=ckS20YhBU_k
Decentralised Ai-chatpod builder,Team_31117,,https://github.com/Aashishvatwani/Ai-chatbot-builder-blockchain-integrated,AI & DePIN,1,,https://ai-chatpod.vercel.app/login,https://youtu.be/BmgeWLt0kVQ
PredictPesa,Team_31114,,https://github.com/adachijioke/PredictPesa,Onchain Finance & Real-World Assets (RWA),,,https://predictpesa-frontend.vercel.app/,https://youtu.be/1XJUFNkOPHs?si=2G_usACYMUKUqvcQ
**Market Creation System**,Team_1,,,,,,,
StartBulilding,Team_31112,"Tagline: Crowd-lending & crowd-investing with blockchain verification Problem: Small businesses (construction, agriculture, trade, etc.) struggle to access capital due to: - Lack of investor trust - High bank interest rates - Lack of project monitoring support Traditional systems lack transparency in fund allocation and project tracking. Solution: StartBuilding is a crowdfunding platform that:",https://github.com/dmaiga,Onchain Finance & Real-World Assets (RWA),1,,,
Unity for Good Living Initiative,Team_31104,"Unity for Good Living Initiative is my Initiative and project of my Action and Compassion Books to encourage everyone for good. ​Our two general goals are: 1 SDGs by all and for all: Making everyone to participate in at least one SDGs. 2 To optimize leadership and followership Our ​two quotes: “The numerous small good done by many people make the big good that saves the world”. “ We are all poor until we offer love and care for each other, the everlasting wealth we possess is the love and car...",https://github.com/Unity4goodliving,DLT for Operations,"Other, 7, 15",,https://www.linkedin.com/in/akpobome-agadaigho-6b8006144?utm_source=share&utm_campaign=share_via&utm_content=profile&utm_medium=android_app,
Prenatal Circle,Team_31095,"Prenatal Cycle – A Secure, On-Chain Pregnancy Companion Platform on Hedera. A decentralized maternal health platform that empowers pregnant women to track their pregnancy, book gynecologist appointments, receive daily health tips, and connect with a private community all while keeping their health data secure, private, and under their control using Hedera.",,Onchain Finance & Real-World Assets (RWA),"AI / Robotics, 6, 10",,,
Black Gold Coin,Team_31094,"Black Gold is an innovative blockchain-powered platform designed to revolutionize the global energy market by integrating real-world energy assets like oil into a secure, transparent, and efficient digital ecosystem. - Tokenizes physical energy resources (Real World Assets - RWA) such as crude oil, allowing fractional ownership and seamless digital trading. - Provides real-time price tracking and decentralized trading of energy commodities on the blockchain, ensuring transparency and trust.",https://github.com/Movlan1/black_gold_bgc,Onchain Finance & Real-World Assets (RWA),"2, 3",,https://ephemeral-starburst-bb2fc1.netlify.app/,https://youtu.be/dLpgBeTlvws
Hex-Port,Team_31092,"Hex-Port is a platform that connects African producers directly with global buyers, ensuring transparency, trust, and efficiency in trade. 1. Outdated Systems: Paper-based processes are inefficient and error-prone. 2. Limited Market Access: African producers lack direct access to global buyers. 3. Lack of Trust: Absence of verification and tracking systems leads to undervalued goods and fraud risks.",,DLT for Operations,Crypto / Web3,,,
FreeLanceDAO,Team_31082,We’re building the first Humans + AI Agents freelance marketplace designed to cut costs for businesses by up to 30% and speed up delivery by 40%. A hybrid workforce model that no other platform is offering. The Freelance Market Problem: • $1.5T freelance economy still runs on outdated Web2 models. • Freelancers face high fees (up to 20%) and delayed payouts. • AI alone isn’t enough - 72% of businesses report they still need human input for critical projects.,https://github.com/mikky69/Freelance-DAO,DLT for Operations,"Crypto / Web3DAO / CommunityCrypto-AIHedera, 1, 3",,https://www.freelancedao.xyz/,https://youtu.be/uvuV1xtUbBw
SkillLink,Team_31081,"SkillLink Africa is a Web3 platform that verifies skills using AI-powered micro-assessments, stores them as immutable credentials on the Hedera blockchain, and connects African talent to local and global employers through smart contract-secured payments. By combining AI verification, blockchain trust, and mobile-first access (including USSD for low-connectivity areas), the platform bridges the gap between skilled youth and job opportunities. SkillLink Africa addresses Africa’s youth unemploym...",,DLT for Operations,"Crypto / Web3, 6, 5",,https://skill-link-africa.lovable.app/,
Filescope AI,Team_31079,"FileScope AI transforms any dataset into trusted intelligence through advanced AI analysis, anomaly detection, and blockchain verification. Upload your data, get instant insights, and store results permanently on the Blockchain for complete transparency. [](https://github.com/Abidoyesimze/FileScopeAI#-problem-statement) In today's data-driven world, datasets are often: - Unreliable: Hidden biases, anomalies, and quality issues",https://github.com/Abidoyesimze/FileScopeAI,AI & DePIN,AI / Robotics,,https://file-scope-ai.vercel.app/,
Lost,Team_31075,,https://github.com/lost-global,Immersive Experience,"3, 1",,,
Skill Verification Protocol,Team_2,,,,,,,
Gameplay Telemetry,Team_1,,,,,,,
Hurst,Team_31073,Hurst: A Decentralized Genomic Data Protocol,https://github.com/hurst-dev,DLT for Operations,"3, 2",,,
EnigmaEvil,Team_31067,"> Tagline: ""We see the unseen. Detect. Explain. Neutralize.""",,DLT for Operations,"AI / Robotics, 1, 2",,,
Kismet,Team_31031,I love this job,,DLT for Operations,"Crypto / Web3, 2",,,
Devslaunch,Team_30899,"devslaunch.xyz envisions a world where brilliant ideas aren’t constrained by technical barriers, development costs, or complex infrastructure requirements. The platform aims to transform blockchain development from an exclusive, resource-intensive endeavor into an accessible, automated process that anyone can use. • Remove all barriers between great ideas and successful blockchain applications",https://github.com/010100100100011101010100/devsl,DLT for Operations,1,,,
Parkington,Team_30881,"Parkington.io is fundamentally aiming to transform urban mobility by leveraging advanced technologies like blockchain, AI, and IoT to revolutionize parking solutions and smart city development beyond just its core smart parking business. The platform provides real-time occupancy detection through IoT sensors to accurately locate available parking spots, automates payment processing using secure blockchain-based smart contracts, and integrates electric vehicle charging infrastructure. These fe...",,DLT for Operations,"Crypto / Web3DeFiDePIN, 1, 2",,,
outbreak senntinel,Team_30864,"An AI powered early warning system that predicts disease outbreak like malaria, cholera and COVID-19 across Nigeria, 2-4 weeks in advance. Seeing how delayed outbreak responses cost lives in Nigeria inspired me to build a tool that gives health workers and communities early warning they can trust. Outbreak sentinel predicts disease outbreak weeks in advance, models how they might spread, identifies high-risk LGA, and sends real-time alerts to health Workers and communities even in low connect...",,DLT for Operations,"AI / Robotics, 1",,,
SmartSync – A Universal Voice Assistant for Smart TVs & Home Devices,Team_30863,,https://github.com/Chinonyedoris/SmartSync-Hedera-Hackathon-Pitch-Deck-Structure-Submission-,DLT for Operations,AI / Robotics,,,
**User Research**,Team_1,,,,,,,
Bookbay,Team_30852,"!B.jpg Bookbay is a revolutionary decentralized social networking platform designed to encourage the reading culture in Africa by addressing the challenges associated with textbook borrowing, buying, and selling. Our new peer-to-peer protocol changes access to educational resources for students, researchers, and individuals alike. With Bookbay, we aspire to foster a stronger reading culture in Africa, making educational resources more accessible and affordable for everyone, thus contributing ...",https://github.com/smartrogo/Bookbay,DLT for Operations,1,,https://bookbay-app.vercel.app/,
TrustaLab,Team_30842,"TrustaLab is a decentralized health data verification, reporting, and payment platform designed to bring trust, transparency, and efficiency to medical laboratory results. By leveraging blockchain technology, TrustaLab ensures that every test result is securely stored, tamper-proof, and easily verifiable by patients, healthcare providers, and institutions. Built for medical laboratories, hospitals, and research institutions, TrustaLab eliminates fraudulent test results, accelerates diagnosis ...",,DLT for Operations,"Other, 2, 3",,,
Legal Hub,Team_30827,,https://github.com/PimanWasHere/Legalese,Onchain Finance & Real-World Assets (RWA),"Other, 3",,https://app--legal-hub-5c6ab676.base44.app/,
DeedAI,Team_30818,"DeedAI – Project Details DeedAI combines Hedera blockchain, AI-driven analytics, and fractional ownership smart contracts to create a decentralized property ownership platform. Flow: 1. Property Onboarding – Real-world property details are uploaded, verified, and tokenized as either: - Fractional ERC-20 tokens for investment, or - NFT deeds for full ownership. 2. AI Integration – AI modules assess market value, rental yield, compliance checks, and risk scoring.",https://github.com/johnsmccain/Chazi-Estate,DLT for Operations,"Crypto / Web3RWAHedera, 1",,https://deedestate.netlify.app/,
IDGuardian AI – A Hedera-powered mobile app for self-sovereign digital IDs.,Team_30805,"!file_00000000f230620aa1b9352e9d6dcc38.png"" innovator and creative strategist passionate about solving digital identity and security challenges. Skilled in project planning, storytelling, pitch deck creation, and content writing. Currently building IDGuardian AI – a Hedera-powered app that combines blockchain and AI for secure, self-sovereign digital IDs and fraud prevention. Open to collaboration with developers, designers, and blockchain enthusiasts to bring impactful ideas to life.""",,DLT for Operations,"Crypto / Web3SocialAppchain InfrastructureHedera, 4, 5",,,
Nexcredis,Team_30799,,https://github.com/fhayvy/Nexcredis,DLT for Operations,,,https://nexcredis.netlify.app/,
Educational Marketplace,Team_30787,,https://github.com/ipheeoma/Educational-Marketplace,DLT for Operations,Crypto / Web3,,https://educational-marketplace.vercel.app/,
TaskRove,Team_30785,"TaskRove is a blockchain platform that connects women-owned businesses to collaborate on projects through secure, milestone-based contracts with automatic escrow payments. It's like Upwork meets LinkedIn, but specifically designed to empower women entrepreneurs to team up, bid on larger opportunities, and build their reputation while getting guaranteed payment protection.",https://github.com/heqmah/Taskrove,Onchain Finance & Real-World Assets (RWA),Crypto / Web3DeFi,,https://taskrove.netlify.app/,
Studio-Genesis,Team_30782,,https://github.com/Rachiee/Studio-Genesis,DLT for Operations,Crypto / Web3DeFiToken Economics Innovation,,https://studio-genesiss.netlify.app/,
advisr,Team_30780,"Advisr solves the critical problem of trust and verification in the investment advisory industry, where clients struggle to verify if advisors are legitimately certified and fraudulent credentials are common, by creating a blockchain-based registry on Hedera that provides immutable, real-time verification of advisor credentials. The platform eliminates the fragmented landscape where qualified advisors are hard to find and regulatory compliance is manually tracked, instead offering a global, s...",https://github.com/hamat7/Advisr-fq,DLT for Operations,Other,,https://advisr.netlify.app/,
ForkNet,Team_30778,"A complete forknet food delivery platform that fixes trust issues using Hedera blockchain. Think Uber Eats but with guaranteed payments and proof of delivery. - Full Working App: Customer ordering, restaurant dashboards, driver apps - Wallet Integration: HashPack, Blade, Kabila wallets connected - Smart Escrow: Money locked until delivery confirmed - NFT Delivery Proofs: Permanent proof every order was delivered",https://github.com/Preshy96/ForkNet,DLT for Operations,Other,,https://fork-net.vercel.app/,
MediTrace,Team_30775,"Imagine a world where healthcare data breaches, costing $10.93 million per incident on average, become relics of the past. Where patients reclaim sovereignty over their records, and providers access verified histories in seconds, slashing administrative waste that drains $265 billion annually from U.S. healthcare alone. Enter MediTrace: a groundbreaking decentralized platform revolutionizing electronic health records (EHR) on the Hedera network. We're not just digitizing data—we're securing i...",https://github.com/ChiedozieObidile/MediTrace,DLT for Operations,Crypto / Web3NFTPrivacyEducation,,https://meditracee.netlify.app/,
FarmShare Africa,Team_30767,"What it is: A full-stack web application that enables fractional investment in African farms through blockchain tokenization on the Hedera network. Key Features: - Investor Portal: Browse verified farms, purchase fractional shares ($100 minimum), track ROI in real-time - Farmer Onboarding: Registration system for African farmers to list their farms and access global funding - Blockchain Integration: Smart contracts on Hedera Testnet for transparent, secure transactions",https://github.com/Owolabenjade/farmshare-africa.git,Onchain Finance & Real-World Assets (RWA),Other,,https://farmshare-africa.netlify.app/,
PayUnlock - decentralized marketplace powered by Hedera (not NFT),Team_30766,,https://github.com/landofcash/PayUnlock,Onchain Finance & Real-World Assets (RWA),"Crypto / Web3DeFiCrypto AdoptionHedera, 1",,https://payunlock-production.up.railway.app/,https://www.youtube.com/watch?v=e5s4EpV2CNM
IDYA,Team_30764,"Project Description: IDYA is a blockchain-powered platform that bridges the gap between the physical and digital economy by bringing real-world assets (RWA) on-chain. Our solution makes these assets accessible, tradable, and transparent for a global audience. Using Distributed Ledger Technology (DLT), IDYA verifies asset ownership, tracks performance in real time, and enables secure peer-to-peer transactions without intermediaries. By tokenizing tangible assets, we unlock new investment oppor...",,Onchain Finance & Real-World Assets (RWA),"Crypto / Web3ZKWalletSecurity, 1, 9",,,
Micro Crop,Team_30761,"MicroCrop’s vision is to transform the agricultural safety net for Africa’s smallholder farmers by leveraging decentralized finance (DeFi), weather-based data feeds, and mobile-first accessibility. Over 80% of smallholder farmers in Africa operate without any form of crop insurance. When droughts, floods, or pests strike, they lose everything—forcing them into cycles of debt and poverty. Traditional insurance is too expensive, slow to pay out, and inaccessible to rural communities.",,DLT for Operations,"Crypto / Web3DeSci, 1",,,
NeatAG,Team_30759,"Leveraging verifiable on-farm data from our ""Book of Crop™"" system, we enable farmers to tokenize their future, pre-harvest yields. For this hackathon, we are building the core Yield Tokenization Module, which allows a farmer to receive an AI-driven credit score, mint their yield-backed tokens using the Hedera Token Service (HTS), and list them for initial financing.",,Onchain Finance & Real-World Assets (RWA),Crypto / Web3RWA,,,
ProofVault,Team_30755,"ProofVault - Simple Description What it is: A secure document storage app powered by Hedera blockchain. What it does: 1. Upload any document (PDF, image, contract, etc.) 2. Creates a permanent, tamper-proof record on Hedera network 3. Anyone can verify the document is real and unchanged Why it matters: - Documents can never be faked, altered, or lost - Instant verification - Works globally - Enterprise-grade security",https://github.com/IRETUNYOJU/ProofVault.git,DLT for Operations,Crypto / Web3Security,,https://proofvault.netlify.app/,
Skynet,Team_30728,,,DLT for Operations,"Crypto / Web3Crypto-AISecurity, 1, 5",,,
ShebaGreen,Team_30725,"ShebaGreen is a Hedera-powered platform that rewards youth for verified community cleanups. Users upload photos of collected waste, which are verified using AI. Once approved, the system mints blockchain-based EcoTokens (via Hedera Token Service) to the user's wallet. These tokens can be redeemed for goods or savings, incentivizing environmental action. Each user also gets a digital identity (DID) and achievement badges to build reputation and skills. All cleanups and rewards are recorded on ...",,DLT for Operations,"AI / Robotics, 1, 5",,,
open Lab Network,Team_30716,,https://github.com/Open-Lab/OpenLab.Network,DLT for Operations,"Other, 1, 3",,https://hedera-researcher.vercel.app/,
open Lab Network,Team_30715,,https://github.com/Open-Lab/OpenLab.Network,DLT for Operations,Other,,https://hedera-researcher.vercel.app/,
Transparent-Supply-Chain-DApp,Team_30712,"A decentralized web application using the blockchain to track goods, reduce fraud, and improve efficiency across logistics and manufacturing sectors.",https://github.com/Etoro63/Transparent-Supply-Chains-dapp.git,DLT for Operations,"Crypto / Web3, 1, 2",,https://www.linkedin.com/in/etoro-abasi-udoh-878b7526a?utm_source=share&utm_campaign=share_via&utm_content=profile&utm_medium=android_app,
Lifely,Team_30680,Lifely is a secure emergency medical vault built to prevent avoidable deaths by giving doctors instant access to a patient’s critical medical information during emergencies.,,DLT for Operations,"Other, 1, 2",,https://lifely-landing.vercel.app/,
Mediledger Nexus,Team_30671,"MediLedger Nexus is a decentralized healthcare platform powered by Hedera, giving patients full control over their health data. Using Hedera Token Service (NFT-based consent), Hedera Consensus Service (on-chain doctor verification), and Mirror Nodes (immutable logs), the platform ensures secure, transparent, and compliant record management. An AI assistant analyzes symptoms in real time, provides personalized recommendations, and tracks long-term health trends. Data is encrypted off-chain and...",https://github.com/Mediledger-Nexus,DLT for Operations,"Crypto / Web3DePINHedera, 1",,https://mediledger-nexus.netlify.app/,https://youtu.be/zna0BXdnkQU?feature=shared
Aetherflow Traffic,Team_30666,,https://github.com/cybernatics-AI/aetherflow-traffic,DLT for Operations,AI / Robotics,,,
